ProcPress (bar),ExtPress (bar),ProcTempr *C,ChmbrTempr *C,SGTempr *C,ExtTmpr *C,ProcType,V1,V2,V3,V5,Vacuum,Water,ChHeat,ShdHeat,SgsHeat,ChTar *C,ChPWR %,SgTar *C,SgPWR %
1.0179306268692017,1.0062371492385864,75.72749328613281,109.51244354248048,185.56739807128903,36.6211166381836,4,False,True,False,True,False,False,True,False,False,136,100,210,97
1.0178775787353516,1.0062402486801147,75.78021240234375,109.71994018554688,185.7752227783203,36.650970458984375,4,False,True,False,True,False,False,True,False,False,136,100,210,97
1.018353819847107,1.0062448978424072,75.83631896972656,109.95458984375,185.96571350097656,36.64315032958984,4,False,True,False,True,False,False,True,False,False,136,100,210,96
1.017891764640808,1.0062497854232788,75.89978790283203,110.22140502929688,186.139892578125,36.66718292236328,4,False,True,False,True,False,False,False,True,True,136,100,210,95
1.0186957120895386,1.006247878074646,75.94776153564453,110.44554138183594,186.2843170166016,36.63860321044922,4,False,True,False,True,False,False,False,True,True,136,100,210,95
1.0189162492752075,1.0062360763549805,76.00892639160156,110.6827621459961,186.4148406982422,36.6582260131836,4,False,True,False,True,False,False,False,True,True,136,100,210,94
1.0187277793884275,1.006226897239685,76.07745361328125,110.90277099609376,186.61380004882807,36.63533020019531,4,False,True,False,True,False,False,False,True,True,136,100,210,93
1.0188299417495728,1.0062370300292969,76.13362884521484,111.04025268554688,186.89263916015625,36.65538024902344,4,False,True,False,True,False,False,False,True,True,136,99,210,92
1.019464135169983,1.006243109703064,76.19779205322266,111.16552734375,187.37594604492188,36.63746643066406,4,False,True,False,True,False,False,False,False,False,136,99,210,91
1.0197534561157229,1.0062528848648071,76.26768493652344,111.24825286865234,187.95016479492188,36.663482666015625,4,False,True,False,True,False,False,True,False,False,136,99,210,88
1.020082712173462,1.0062570571899414,76.32659149169922,111.300048828125,188.73878479003903,36.6435775756836,4,False,True,False,True,False,False,True,False,False,136,98,210,86
1.020619511604309,1.0062518119812012,76.3923568725586,111.34766387939452,189.44908142089844,36.65623474121094,4,False,True,False,True,False,False,True,False,False,136,98,210,83
1.0199443101882937,1.0062576532363892,76.45005798339844,111.385986328125,190.1252899169922,36.66902923583984,4,False,True,False,True,False,False,True,False,False,136,98,210,80
1.0208712816238403,1.0062568187713623,76.50267791748047,111.44529724121094,190.70616149902344,36.65253448486328,4,False,True,False,True,False,False,True,False,False,136,98,210,77
1.02099347114563,1.0062638521194458,76.57718658447266,111.54583740234376,191.29360961914065,36.700592041015625,4,False,True,False,True,False,False,True,False,False,136,97,210,75
1.0211156606674194,1.0062618255615234,76.64600372314453,111.66639709472656,191.8065185546875,36.72064208984375,4,False,True,False,True,False,False,True,False,False,136,97,210,73
1.0210691690444946,1.006264090538025,76.71923065185547,111.83538818359376,192.2661590576172,36.67855072021485,4,False,True,False,True,False,False,True,False,False,136,96,210,71
1.021175503730774,1.0062757730484009,76.78153228759766,111.99359130859376,192.6549835205078,36.71978759765625,4,False,True,False,True,False,False,True,False,False,136,96,210,69
1.0215861797332764,1.00627601146698,76.85521697998047,112.20076751708984,193.0074005126953,36.66874694824219,4,False,True,False,True,False,False,True,False,False,136,95,210,68
1.0214262008666992,1.0062800645828247,76.93058013916016,112.40481567382812,193.30503845214844,36.64599609375,4,False,True,False,True,False,False,True,False,False,136,94,210,67
1.021811842918396,1.0062884092330933,77.00521850585938,112.6106414794922,193.5528259277344,36.678977966308594,4,False,True,False,True,False,False,True,False,False,136,93,210,66
1.0211832523345947,1.0062828063964844,77.07592010498047,112.84439849853516,193.771728515625,36.62353515625,4,False,True,False,True,False,False,True,False,False,136,93,210,65
1.0221590995788574,1.006285309791565,77.1498794555664,113.06497192382812,193.96258544921875,36.63646697998047,4,False,True,False,True,False,False,True,False,False,136,92,210,64
1.022339105606079,1.006283164024353,77.23470306396484,113.32977294921876,194.15310668945312,36.63021087646485,4,False,True,False,True,False,False,False,False,False,136,91,210,63
1.0223605632781982,1.0062713623046875,77.30651092529297,113.54279327392578,194.2796630859375,36.701019287109375,4,False,True,False,True,False,False,False,True,True,136,90,210,63
1.0225944519042969,1.0062525272369385,77.3749008178711,113.77799987792967,194.4189300537109,36.7031478881836,4,False,True,False,True,False,False,False,True,True,136,89,210,62
1.022499680519104,1.00623619556427,77.45841979980469,113.9876480102539,194.57376098632807,36.70556640625,4,False,True,False,True,False,False,False,True,True,136,88,210,62
1.0224241018295288,1.0062203407287598,77.54137420654297,114.16766357421876,194.80908203125,36.688507080078125,4,False,True,False,True,False,False,False,True,True,136,87,210,61
1.0231879949569702,1.0062118768692017,77.62320709228516,114.3165512084961,195.25274658203125,36.73826599121094,4,False,True,False,True,False,False,False,True,True,136,87,210,59
1.0233198404312134,1.006209135055542,77.69816589355469,114.4054946899414,195.79974365234372,36.70556640625,4,False,True,False,True,False,False,False,True,True,136,86,210,58
1.0228917598724363,1.0062222480773926,77.7828369140625,114.47232055664062,196.4912872314453,36.73286437988281,4,False,True,False,True,False,False,False,False,False,136,86,210,55
1.023054122924805,1.0062205791473389,77.86566925048828,114.505859375,197.3000640869141,36.72120666503906,4,False,True,False,True,False,False,True,False,False,136,86,210,52
1.0239533185958862,1.0062322616577148,77.94734954833984,114.50861358642578,198.3284912109375,36.71168518066406,4,False,True,False,True,False,False,True,False,False,136,85,210,48
1.0236111879348757,1.0062408447265625,78.02561950683594,114.4926528930664,199.2541046142578,36.66874694824219,4,False,True,False,True,False,False,True,False,False,136,85,210,45
1.0241847038269043,1.006240725517273,78.09811401367188,114.48197174072266,200.070556640625,36.72377014160156,4,False,True,False,True,False,False,True,False,False,136,86,210,41
1.024827241897583,1.0062255859375,78.17841339111328,114.5268783569336,200.97727966308597,36.71040344238281,4,False,True,False,True,False,False,True,False,False,136,85,210,37
1.024431586265564,1.006203532218933,78.2589111328125,114.60121154785156,201.70773315429688,36.68793487548828,4,False,True,False,True,False,False,True,False,False,136,85,210,39
1.0246624946594238,1.0061966180801392,78.33547973632812,114.7041015625,202.33724975585935,36.65992736816406,4,False,True,False,True,False,False,True,False,False,136,85,210,32
1.0249416828155518,1.006200671195984,78.41370391845703,114.84040069580078,202.9307861328125,36.68964385986328,4,False,True,False,True,False,False,True,False,False,136,84,210,33
1.0245777368545532,1.0062031745910645,78.49032592773438,114.98606872558594,203.3932037353516,36.70869445800781,4,False,True,False,True,False,False,True,False,False,136,84,210,34
1.024927854537964,1.0062118768692017,78.57299041748047,115.16478729248048,203.8344573974609,36.75291442871094,4,False,True,False,True,False,False,True,False,False,136,83,210,36
1.0248346328735352,1.0062031745910645,78.66561126708984,115.37264251708984,204.25596618652344,36.73912048339844,4,False,True,False,True,False,False,True,False,False,136,82,210,37
1.024456262588501,1.006208419799805,78.74652099609375,115.57091522216795,204.5983123779297,36.77210998535156,4,False,True,False,True,False,False,True,False,False,136,82,210,38
1.025044560432434,1.0062071084976196,78.82941436767578,115.79852294921876,204.9161834716797,36.75049591064453,4,False,True,False,True,False,False,False,False,False,136,81,210,21
1.024937629699707,1.0061966180801392,78.9300765991211,116.0498504638672,205.18289184570312,36.78916931152344,4,False,True,False,True,False,False,False,True,True,136,79,210,23
1.025143265724182,1.006194233894348,79.01013946533203,116.28302764892578,205.41311645507807,36.78106689453125,4,False,True,False,True,False,False,False,True,True,136,78,210,24
1.0257856845855713,1.0062029361724854,79.08783721923828,116.4872055053711,205.6371307373047,36.78561401367188,4,False,True,False,True,False,False,False,True,True,136,78,210,25
1.0254524946212769,1.006205916404724,79.18316650390625,116.67565155029295,205.92327880859372,36.76570892333984,4,False,True,False,True,False,False,False,True,True,136,77,210,26
1.025327444076538,1.0062077045440674,79.27806091308594,116.81514739990234,206.3574676513672,36.77324676513672,4,False,True,False,True,False,False,False,True,True,136,76,210,27
1.0261133909225464,1.0062041282653809,79.35224914550781,116.92928314208984,206.9003143310547,36.74409484863281,4,False,True,False,True,False,False,False,True,True,136,76,210,26
1.0263786315917969,1.0062090158462524,79.4361572265625,117.00855255126952,207.6205291748047,36.77693939208984,4,False,True,False,True,False,False,False,True,True,136,76,210,25
1.0259034633636477,1.0062062740325928,79.53456115722656,117.0493621826172,208.42678833007807,36.76542663574219,4,False,True,False,True,False,False,False,True,True,136,75,210,22
1.0262413024902344,1.006205439567566,79.6263198852539,117.06778717041016,209.416748046875,36.81874084472656,4,False,True,False,True,False,False,False,False,False,136,75,210,19
1.0267274379730225,1.0062029361724854,79.71276092529297,117.06868743896484,210.4630126953125,36.8013916015625,4,False,True,False,True,False,False,True,False,False,136,75,210,15
1.026842713356018,1.0062010288238523,79.7962417602539,117.04088592529295,211.53640747070312,36.809356689453125,4,False,True,False,True,False,False,True,False,False,136,75,210,10
1.026774764060974,1.006200671195984,79.8805160522461,117.01261901855467,212.6798095703125,36.76641845703125,4,False,True,False,True,False,False,True,False,False,136,75,210,5
1.0272716283798218,1.0061887502670288,79.97348022460938,117.01305389404295,213.68995666503903,36.80878448486328,4,False,True,False,True,False,False,True,False,False,136,75,210,0
1.0280271768569946,1.00617253780365,80.04991149902344,117.0421371459961,214.65367126464844,36.769264221191406,4,False,True,False,True,False,False,True,False,False,136,75,210,0
1.0279978513717651,1.0061700344085691,80.13640594482422,117.11263275146484,215.4677276611328,36.80082702636719,4,False,True,False,True,False,False,True,False,False,136,75,210,0
1.0277525186538696,1.0061551332473757,80.2314224243164,117.20835876464844,216.18247985839844,36.783477783203125,4,False,True,False,True,False,False,True,False,False,136,75,210,0
1.0278862714767456,1.0061595439910889,80.31737518310547,117.3447265625,216.86036682128903,36.800254821777344,4,False,True,False,True,False,False,True,False,False,136,74,210,0
1.0282034873962402,1.0061606168746948,80.40604400634766,117.53280639648438,217.4138641357422,36.744667053222656,4,False,True,False,True,False,False,True,False,False,136,74,210,0
1.0289701223373413,1.0061614513397217,80.49420166015625,117.69886016845705,217.9515380859375,36.76428985595703,4,False,True,False,True,False,False,True,False,False,136,73,210,0
1.0292329788208008,1.006169676780701,80.5865478515625,117.915771484375,218.3870086669922,36.76215362548828,4,False,True,False,True,False,False,True,False,False,136,72,210,0
1.0287156105041504,1.0061700344085691,80.68206024169922,118.13278198242188,218.77008056640625,36.79898071289063,4,False,True,False,True,False,False,False,False,False,136,71,210,0
1.029291749000549,1.0061744451522827,80.77324676513672,118.35773468017578,219.13954162597656,36.758880615234375,4,False,True,False,True,False,False,False,False,False,136,70,210,0
1.0148284435272217,1.0061681270599363,80.86801147460938,118.5940933227539,219.43679809570312,36.718223571777344,4,False,True,False,True,False,False,False,False,False,136,69,210,0
1.0084660053253174,1.0061742067337036,80.94725036621094,118.79010772705078,219.7185211181641,36.68310546875,4,False,True,False,True,False,False,False,False,False,136,69,210,0
1.0066958665847778,1.0061872005462646,81.03349304199219,118.96275329589844,219.93731689453125,36.68438720703125,4,False,True,False,True,False,False,False,False,False,136,68,210,0
1.0058083534240725,1.0061862468719482,81.11163330078125,119.07242584228516,220.14205932617188,36.705848693847656,4,False,True,False,True,False,False,False,False,False,136,67,210,0
1.0061066150665283,1.006181240081787,81.20222473144531,119.16648864746094,220.3051605224609,36.71353149414063,4,False,True,False,True,False,False,False,False,False,136,67,210,0
1.0060182809829712,1.006177306175232,81.2924575805664,119.22029876708984,220.4636688232422,36.63917541503906,4,False,True,False,True,False,False,True,False,False,136,67,210,0
1.0066207647323608,1.0061794519424438,81.36798858642578,119.2347183227539,220.57896423339844,36.67059326171875,4,False,True,False,True,False,False,True,False,False,136,67,210,0
1.0069230794906616,1.0061829090118408,81.46221160888672,119.23381805419922,220.6830291748047,36.65594482421875,4,False,True,False,True,False,False,True,False,False,136,67,210,0
1.0073707103729248,1.0061697959899902,81.55171203613281,119.24794006347656,220.7628326416016,36.64130401611328,4,False,True,False,True,False,False,True,False,False,136,67,210,0
1.0074900388717651,1.0061722993850708,81.6397476196289,119.3087158203125,220.83248901367188,36.62495422363281,4,False,True,False,True,False,False,True,False,False,136,66,210,0
